t,ds1_observed,ds2_observed,ds3_observed
188,0.977555327,0.599722042,0.982015255
189,0.860655817,0.8114901,1.102567402
190,0.85340982,0.397008861,1.169946836
191,0.952581727,0.374376471,1.14905005
192,0.981187249,0.596638753,1.036130627
193,0.887844064,0.53686476,0.798553907
194,0.927140253,0.497509088,1.264350258
195,0.975896903,0.584112002,1.034447148
196,0.913604118,0.58665119,1.138260203
197,0.946897019,0.67332974,1.192625874
198,0.965894864,0.790925793,1.047969119
199,0.884889733,0.702173108,1.15531112
200,0.939927062,0.704469316,1.263939443
201,0.999873232,0.687592014,1.280660792
202,1.089191422,0.613599711,1.280821353
203,1.157798708,0.594814776,1.266284316
204,1.017583144,0.593485303,1.191016499
205,0.939950424,0.751498187,1.235513121
206,0.993374409,0.792274986,1.200679262
207,1.035278252,0.428330492,1.103307082
208,1.0681448,0.721512275,0.948647411
209,1.360688159,0.564695123,1.012201494
210,1.331418803,0.616014351,1.016891827
211,1.352443037,0.63392654,1.270988779
212,1.354039579,0.687398565,1.147043988
213,1.330460049,0.612817094,1.318480498
214,1.233677646,0.37828789,1.347867486
215,1.241677705,0.545067112,1.150551236
216,1.125103286,0.671280997,1.139467998
217,1.074383198,0.19506081,1.246791887
218,1.013678085,0.676122876,1.160237916
219,1.010347048,0.634002328,1.22945257
220,1.186260319,0.71555426,1.286465535
221,0.992493448,0.579300906,1.022031469
222,1.041917152,0.284179823,1.133766366
223,0.897787626,0.514763868,1.237406647
224,0.874084466,0.645911787,1.106373683
225,0.980410307,0.601006787,1.051091465
226,0.983985335,0.438226779,1.049284514
227,0.8960303,0.514737146,1.102004176
228,0.855254809,0.41517909,1.175940729
229,0.934852444,0.377438706,1.2094708
230,0.886377497,0.59209544,1.027100515
231,0.923990829,0.3166381,1.097375859
232,0.94104573,0.346518447,1.107567571
233,0.899523719,0.305980855,0.842542447
234,1.090515252,0.3121581,1.061491012
235,1.123015485,0.505692635,1.209533674
236,0.936729733,0.727733384,1.155437981
237,0.964985541,0.520378502,1.047381274
238,0.91999431,0.29776382,1.113004135
239,1.005299669,0.700869399,1.12780326
240,0.941998191,0.761566562,1.031071731
241,0.945514465,0.485242259,1.055488068
242,0.997720655,0.486806015,1.205428146
243,1.068041414,0.595837977,1.061210916
244,0.958588092,0.717448928,1.094325635
245,0.939745984,0.371356399,1.126011906
246,0.912781507,0.293433156,1.181356178
247,0.876178895,0.455875668,1.26785054
248,1.03954323,0.489308971,1.149566613
249,1.060455643,0.374386942,1.013279445
250,0.942902642,0.348851156,1.030946281
251,1.022087816,0.559251185,1.181564646
252,1.180664169,0.525134808,1.059413376
253,1.219207535,0.373078826,0.953755397
254,1.044742613,0.428762932,1.004707327
255,0.986835501,0.252744745,1.366921402
256,1.079479287,0.55187314,1.093634953
257,0.994546522,0.478598664,1.469234926
258,1.017695206,0.371760268,1.240076181
259,1.06172771,0.349740972,1.249738118
260,0.959963877,0.357017272,1.213007347
261,0.947180419,0.547826416,1.272095677
262,0.681760662,0.573394248,1.309547926
263,0.646242212,0.414558426,0.900539156
264,0.679168015,0.54574524,0.894792589
265,0.625619713,0.591700799,1.01176814
266,0.813061097,0.47587497,0.990343616
267,0.718011261,0.553206238,1.0237931
268,0.721315442,0.554644396,0.877394635
269,0.769888776,0.540911207,1.102442378
270,0.913981688,0.417699044,1.228370485
271,0.799592604,0.41574819,1.02589525
272,0.916615911,0.703567844,1.124020571
273,0.918705083,0.624254239,1.245199028
274,0.841820258,0.422045689,1.212333683
275,0.896647019,0.416379286,1.079981186
276,0.920356162,0.344636112,1.10268506
277,0.876300402,0.32387566,1.143336499
278,0.895585842,0.379989179,1.048800425
279,0.875524355,0.562063924,1.03499496
280,0.900273426,0.496928765,1.115148726
281,0.964807789,0.408073632,1.115550973
282,1.091129071,0.598727962,1.082118892
283,0.966982915,0.539049993,1.225751508
284,1.137942773,0.449851377,1.431150977
285,0.948401882,0.417250792,1.198488635
286,0.941174758,0.408465931,1.141029019
287,0.994853557,0.534689486,0.916502907
288,1.013326545,0.527065779,1.086542667
289,0.955784374,0.488953191,1.071649172
290,0.942747942,0.383629348,1.032576671
291,0.909216139,0.371893634,1.02926222
292,0.874228451,0.387652615,1.396774605
293,0.960766966,0.429043049,1.073052256
294,0.989874311,0.367420135,0.936669009
295,0.928331819,0.377691588,1.270520382
296,1.0055586,0.123859414,1.214514665
297,1.018924577,0.629337381,1.218940917
298,1.068955439,0.47099699,1.250576706
299,1.093156435,0.457394133,1.356002974
300,0.994622778,0.540381709,1.312238983
301,0.936076368,0.314332454,1.067515931
302,0.992612545,0.701520161,0.981677591
303,1.025683067,0.344780575,1.054227555
304,1.000473321,0.522268692,1.084801659
305,0.990259073,0.283105038,1.150530137
306,1.073888211,0.455233014,1.091528843
307,0.990321933,0.546008352,0.97341525
308,1.013743488,0.31395284,1.074097551
309,0.971844563,0.449832827,1.271771206
310,0.936531495,0.415872883,1.122766573
311,1.013190858,0.356135382,0.993527486
312,1.052398147,0.442024364,1.006990926
313,1.082720397,0.532706712,1.166500449
314,1.146407166,0.337006,1.152144886
315,1.094831912,0.448347393,1.126299257
316,1.106839514,0.61014371,1.033359629
317,1.03761239,0.25012421,1.019893262
318,1.033673533,0.568762841,0.941511276
319,0.994998545,0.688753055,1.13740843
320,0.983169717,0.5113791,1.017597382
321,1.014603215,0.562412648,1.173389981
322,0.927809732,0.735727731,1.049713138
323,1.092420865,0.541164915,1.142538899
324,0.97748191,0.528142416,1.163927155
325,0.870147801,0.303301767,1.141458334
326,0.975339984,0.459301628,1.294540167
327,1.031436529,0.436442476,1.309940908
328,1.064130766,0.476633123,1.306845322
329,1.09178568,0.603152744,1.138686757
330,1.063744996,0.349537043,1.074353388
331,0.97149751,0.349989284,1.047676373
332,0.976416092,0.741199952,1.192204133
333,0.920856966,0.409392855,1.387413841
334,1.009194467,0.368572206,1.310552377
335,0.99054157,0.333612861,1.235504895
336,0.921637008,0.223054997,1.279426215
337,0.906972383,0.602008693,1.291965097
338,0.953951777,0.359088796,1.25917065
339,0.913205495,0.304644102,1.246290914
340,0.859572781,0.4663393,0.875922385
341,0.901431702,0.237744739,1.194301119
342,0.934372152,0.449106703,1.312425281
343,0.899793757,0.479005601,1.098917295
344,0.874111483,0.613234612,1.34166749
345,0.908823896,0.485939289,1.087550873
346,0.801116302,0.642532085,1.068675745
347,0.717075547,0.745306857,1.252216073
348,0.703804181,0.57301158,1.357632687
349,0.7324128,0.392466327,1.243178529
350,0.796082897,0.463063545,1.207250041
351,0.939041089,0.256618205,1.432794845
352,1.002911551,0.439939298,1.147984771
353,0.971594218,0.379087628,1.151834945
354,0.956902585,0.630090331,1.029876005
355,0.865669065,0.839398521,1.071609344
356,0.870732829,0.561767403,1.208973444
357,0.852643617,0.27069669,1.415165678
358,0.886707044,0.451621135,1.353084656
359,0.821747855,0.494084333,1.301328859
360,0.877459318,0.447969385,1.261441694
361,1.003221113,0.410114175,1.162496525
362,0.972799288,0.532805695,1.329292704
363,0.989751279,0.43555574,1.211578347
364,1.026994645,0.400476698,1.219450991
365,0.970232292,0.595192227,1.165156936
366,0.975731054,0.516816442,1.234066067
367,0.964209129,0.639116181,1.424557267
368,0.962894468,0.407616247,1.249451102
369,0.893360822,0.733886901,1.242815019
370,0.902763285,0.393228502,1.165877768
371,0.949423777,0.582972401,1.150846729
372,1.064271067,0.655232208,1.415782262
373,1.118049962,0.549543438,1.215339328
374,1.257796498,0.544327144,1.170096044
375,1.137098047,0.644780234,1.158983428
376,1.172773434,0.760033658,1.194802998
377,1.147149389,0.78056455,1.028938301
378,1.287995445,0.665103555,1.28121245
379,1.161510664,0.577904145,1.137720229
380,1.058339727,0.894870863,0.920973176
381,0.995393583,0.754546552,1.08355962
382,0.823266567,0.422654824,0.895979621
383,0.813427953,0.513721521,1.149717467
384,0.786719345,0.542111545,1.10341635
385,0.83777044,0.612816395,1.031790999
386,0.893405563,0.387201446,1.144960839
387,1.059990862,0.544693219,1.151418736
388,1.118374544,0.810862681,1.012505013
389,1.041936994,0.695487857,1.163639887
390,0.953992147,0.274344845,1.025559127
391,0.993693469,0.750123825,1.220135011
392,0.87923907,0.761715165,1.177104895
393,1.038517026,0.542544148,1.341253604
394,1.11245738,0.66130121,1.153774209
395,1.038397563,0.430780183,1.218277306
396,0.878331987,0.565901226,1.288972418
397,0.994384364,0.764791583,1.32348276
398,0.968565175,0.487999294,1.26234628
399,1.054998476,0.266059768,1.300701106
400,0.896572647,0.504964306,1.209444962
401,0.848566294,0.545839997,1.145636122
402,0.857797259,0.618342922,1.406183976
403,0.867934336,0.585099988,1.152986682
404,0.835847592,0.519262932,1.166686816
405,0.89573639,0.693168436,1.094608793
406,0.808292793,0.550979463,1.258601742
407,0.812395179,0.431728105,1.218669018
408,0.836877772,0.641328337,1.09016888
409,0.888321255,0.571141782,1.31043189
410,0.945703094,0.522392418,1.272997943
411,0.845273199,0.56499812,1.155507167
412,0.732831956,0.366523007,1.130954313
413,0.868559203,0.432469737,1.073469559
414,0.902305416,0.445278048,1.176276481
415,0.843667387,0.490586967,1.212912571
416,0.981571462,0.604300414,1.072049447
417,0.977893235,0.46453005,1.089069645
418,1.060849959,0.532507497,1.09483044
419,1.039035925,0.422943832,1.155875127
420,1.181741383,0.596577363,1.174717788
421,1.272090873,0.493504824,1.202221508
422,1.184549206,0.517749565,1.108658736
423,1.21257579,0.445439492,1.268266089
424,1.209203676,0.339833208,1.342786616
425,1.264547644,0.47183174,1.466447068
426,1.122195298,0.439584045,1.315397384
427,1.140323409,0.382047248,1.042065599
428,1.184424968,0.566603272,1.157975538
429,0.994024199,0.345762149,1.104458075
430,0.887321979,0.390066955,1.05190185
431,0.732960018,0.593148026,0.950500916
432,0.750442673,0.457449581,1.183878859
433,0.842691489,0.427968311,0.946092791
434,0.97851616,0.407151655,1.079759208
435,0.97210276,0.391535569,1.092225254
436,1.090482979,0.21320728,1.068482431
437,0.943614444,0.463717038,0.897863342
438,0.799370684,0.680694384,1.14050818
439,0.814917712,0.4745154,1.282798374
440,0.861653192,0.48450509,1.123850435
441,0.864853769,0.409452927,1.35081104
442,0.703820975,0.53209191,1.16198837
443,0.732488431,0.459044948,0.980780418
444,0.657470142,0.526114158,1.028817073
445,0.754715257,0.511064985,1.151327297
446,0.807649943,0.554689825,1.125258486
447,0.744922302,0.23645504,1.064383526
448,0.728323375,0.409250111,1.082284065
449,0.670977951,0.484321514,1.177638279
450,0.704444287,0.640880404,1.271481725
451,0.81232006,0.465950129,1.301063386
452,0.743083479,0.623269114,1.201836729
453,0.806661596,0.682121573,1.030652725
454,0.774616674,0.438449248,1.15291714
455,0.727857959,0.548831333,1.108126044
456,0.745252821,0.49088842,1.069883499
457,0.684893014,0.833475357,1.059933911
458,0.675159929,0.416914947,0.97773442
459,0.615908178,0.703668827,0.879538175
460,0.821633673,0.266992637,1.002174466
461,0.832021653,0.366995312,1.067953701
462,0.781743601,0.434528906,1.032245948
463,0.814874715,0.434476233,1.064497773
464,0.81557853,0.493316099,0.997083024
465,0.807799806,0.504222904,1.016835123
466,0.868782146,0.496511785,1.073436977
467,0.929472582,0.663495098,1.111801277
468,0.875461323,0.630228118,1.070990097
469,0.829139597,0.558259163,0.96112207
470,0.816686133,0.555460494,1.215748074
471,0.645139345,0.455137768,0.969291091
472,0.571420396,0.45940627,1.203394461
473,0.743595296,0.461634579,1.059234
474,0.904161258,0.543564262,0.967690787
475,0.881653934,0.348105977,1.040611339
476,0.930224437,0.372970032,1.111578929
477,0.948340473,0.675728034,1.041490506
478,1.184669551,0.828561891,0.876968486
479,1.217342323,0.520523678,0.996469866
480,1.143950498,0.59787108,1.082236853
481,1.019200192,0.432937536,1.162702759
482,0.867393827,0.24324767,1.132908825
483,0.890692899,0.487446011,1.153631421
484,0.832377343,0.53370361,1.323839097
485,0.732158555,0.469129338,1.149610711
486,0.713618955,0.36484793,1.206325639
487,0.66344794,0.689994332,1.037073584
488,0.844148576,0.433827956,1.239539575
489,0.923503995,0.437724274,1.079660682
490,0.914959574,0.335849104,1.351518032
491,1.026218241,0.490363007,1.209957033
492,1.002018832,0.3420698,1.124271053
493,0.90652635,0.299481725,1.150433429
494,1.019826442,0.282951003,1.241573142
495,1.030677076,0.421049325,1.203704902
496,0.912244018,0.381931528,1.069144253
497,0.884285565,0.556769508,1.226532672
498,0.806213094,0.724230699,1.041179681
499,0.702402237,0.54478983,0.977980227
500,0.803420313,0.689358205,1.129099978
501,0.962389018,0.708956796,1.07370681
502,0.824583535,0.697621087,1.205001875
503,0.871096731,0.628621258,1.216213067
504,0.811238614,0.513467766,1.18212481
505,0.776644461,0.587384502,1.33007075
506,0.740949947,0.457319002,1.336351087
507,0.691256292,0.257165585,1.31740808
508,0.725271049,0.562251117,1.211003497
509,0.68305998,0.401783545,1.196745966
510,0.738487803,0.452390443,1.345305612
511,0.75838718,0.620935512,1.185028707
512,0.760527265,0.541335167,1.261559892
513,0.710145503,0.291509257,1.175867432
514,0.697748257,0.512749751,1.418044806
515,0.795867557,0.705218928,1.171896609
516,0.855457819,0.394685321,1.259514365
517,0.786263089,0.706519734,1.173756774
518,0.818397611,0.382399448,1.137547505
519,0.897509299,0.809119553,1.004146138
520,0.768249533,0.488912725,0.883728119
521,0.842828937,0.500386594,1.171950201
522,0.806811974,0.156010036,1.023979499
523,0.877271112,0.375464941,1.121950603
524,0.827350067,0.44765077,1.469942196
525,0.704302167,0.507997061,1.173870565
526,0.620066037,0.450943282,1.37285443
527,0.68654093,0.385585554,1.26439678
528,0.756270894,0.605985873,1.294480703
529,0.718367349,0.535445784,1.060118129
530,0.810744519,0.78991037,1.1548402
531,0.699754856,0.572382298,1.237837704
532,0.737588006,0.580147937,1.013008483
533,0.675145583,0.625442516,1.017875571
534,0.668734511,0.327407193,1.001494259
535,0.718302857,0.489464723,1.186546196
536,0.684069071,0.7944315,1.178772655
537,0.69349336,0.40684416,1.118637153
538,0.811077023,0.33520128,1.419719883
539,0.777325461,0.8032623,1.318523361
540,0.862251582,0.371796915,1.281256124
541,0.771987752,0.46068925,1.196032161
542,0.831690743,0.507824318,1.089519436
543,0.951689806,0.155233751,1.004463816
544,0.734082865,0.457074324,1.278747536
545,0.693592897,0.562984751,1.170727778
546,0.770904521,0.575247886,1.249404268
547,0.770303265,0.661919609,1.199764756
548,0.815887478,0.476025166,1.012320892
549,0.774640268,0.622848788,1.090397736
550,0.797341986,0.38678613,1.104019802
551,0.796721613,0.36299319,1.20041252
552,0.902833599,0.255729692,1.266576898
553,0.915501179,0.291695994,1.366627809
554,0.933233458,0.681877627,1.045327949
555,0.888481236,0.335827985,1.094687678
556,0.847696842,0.612888128,1.07775201
557,0.820582355,0.606943227,1.161903405
558,0.866172055,0.437998221,1.114947378
559,0.838518625,0.657891695,1.261274665
560,0.874334238,0.330938938,1.253657784
561,1.046861844,0.527451084,1.220143582
562,1.0894952,0.505391061,1.311772643
563,1.028694222,0.385850385,1.268562188
564,1.102991894,0.84118668,1.399649184
565,1.034328169,0.405674587,1.211860822
566,0.849505231,0.683304122,1.160946494
567,0.784423932,0.691673978,0.875558134
568,0.663572316,0.4414247,1.00796959
569,0.688515491,0.652925026,1.114566714
570,0.737998113,0.155612463,1.183678607
571,0.910012153,0.470171408,0.91219396
572,0.939305916,0.40591616,1.027063931
573,0.918565251,0.625941532,1.089592187
574,0.9852315,0.438625937,1.23452942
575,0.794581753,0.633486914,1.227537565
576,0.836956978,0.538207389,1.297835134
577,0.912740571,0.498376013,1.26093447
578,0.792398144,0.589799277,1.298459162
579,0.904837839,0.46571657,1.207301254
580,0.929251913,0.366540033,1.28619674
581,0.88733726,0.847160359,0.987885012
582,0.93649945,0.450976571,1.182844976
583,1.105719415,0.161309091,0.99057399
584,1.072872755,0.28217983,1.124385206
585,1.050829967,0.324462311,1.123098876
586,0.975573776,0.560642913,0.948261381
587,0.883187631,0.534207358,1.342171001
588,0.942836778,0.478670913,1.082697018
589,0.854884057,0.327165649,1.046731302
590,0.858083332,0.332708375,1.02244303
591,0.816170412,0.348384155,0.845412485
592,0.858758961,0.375921031,1.177225043
593,0.880918832,0.578501585,1.122539752
594,0.954800056,0.517500547,1.132512648
595,0.890072255,0.619166318,1.27970865
596,0.857599546,0.595320688,1.239388483
597,0.775130759,0.485746219,1.347462254
598,0.752249893,0.493618023,1.171181032
599,0.800117134,0.421032124,1.091952932
600,0.869328408,0.558645068,1.105208052
601,0.790994011,0.308490174,1.094608768
602,0.872370596,0.414720089,0.931000446
603,0.977116133,0.417372419,1.079175113
604,0.98634216,0.497989719,1.026032539
605,1.111625857,0.234294487,1.273996943
606,1.000651739,0.519484221,1.12029355
607,0.875043968,0.48659351,1.122739759
608,0.732651669,0.615996962,1.19710555
609,0.88150022,0.335140228,0.891627322
610,0.933972305,0.368932892,1.158051787
611,0.919812882,0.550908852,1.237357536
612,0.935906123,0.658723693,1.085827141
613,0.836825699,0.417589086,1.069780864
614,1.043636359,0.465799412,1.072432181
615,1.024023026,0.518306465,1.181563999
616,1.006884389,0.500537719,1.167914732
617,1.042493575,0.472848054,1.176744452
618,1.051279681,0.770355376,0.968789498
619,1.037485872,0.314127827,1.236644941
620,0.944918628,0.504257464,1.18097842
621,0.971309292,0.540868223,1.30460226
622,1.104633452,0.534394934,0.981871394
623,1.167617298,0.645780249,1.169559188
624,1.236973907,0.619827901,1.106288862
625,1.12316196,0.571580742,1.166354173
626,0.992816007,0.702655578,1.100747251
627,0.956553673,0.471578247,1.30901946
628,0.940923666,0.550899661,1.217391275
629,1.010322417,0.705130032,1.145973223
630,0.841718128,0.699764863,1.247435774
631,0.963406509,0.524220473,1.316192078
632,0.924582311,0.34846895,1.260840125
633,0.870879508,0.255805064,1.25622032
634,0.780019484,0.511152828,1.218818495
635,0.654901269,0.39744688,1.396374221
636,0.752123946,0.536076557,1.349564358
637,0.769087887,0.429966263,1.350405658
638,0.672881997,0.459872511,1.492399102
639,0.594914938,0.462650674,1.410997347
640,0.608822343,0.538628494,1.148048623
641,0.780007283,0.472618514,1.226238725
642,0.762482072,0.645960332,1.169136501
643,0.648937084,0.543480874,1.385661991
644,0.65879563,0.48952335,1.410694833
645,0.664767307,0.600141324,1.252055758
646,0.475990869,0.755317684,1.361771886
647,0.536885389,0.549519564,1.234555941
648,0.572098255,0.362622008,1.290364315
649,0.67517747,0.294695727,0.969703182
650,0.850695127,0.484653613,1.194452628
651,0.934234866,0.567383313,1.311710792
652,0.89041454,0.525645838,1.088261141
653,0.789382469,0.386350848,1.520975829
654,1.004016824,0.467876315,1.223867645
655,0.975678732,0.742767875,1.26657831
656,0.950469919,0.666648067,1.480195372
657,0.928325043,0.384986565,1.431517693
658,0.929417344,0.601847895,1.259627206
659,0.903875814,0.358107565,1.374272894
660,0.850012525,0.73476437,1.311601147
661,0.809900319,0.559586304,1.348195495
662,0.819681148,0.666003453,1.399929219
663,0.787291782,0.354149661,1.31509284
664,0.74835536,0.67725694,1.2487259
665,0.783159693,0.624059216,1.477481097
666,0.782380335,0.734008857,1.17955457
667,0.922640597,0.605340398,1.283869331
668,0.702494511,0.586423664,1.132546738
669,0.825697588,0.572569632,1.101112952
670,0.936431893,0.677148915,1.459458849
671,0.759157422,0.575371912,1.270610497
672,0.755389478,0.420618377,1.349447233
673,0.749580148,0.327467839,1.201027042
674,0.661474351,0.26840925,1.50981634
675,0.640728265,0.39884101,1.294723474
676,0.596823946,0.61014797,1.276121398
677,0.790007394,0.47948769,1.283782614
678,0.878488089,0.393962194,1.190407323
679,0.975402656,0.589831153,1.300284907
680,1.008218594,0.37682519,1.327209061
681,0.885719593,0.543989467,1.009884561
682,0.835435882,0.551495044,1.321811079
683,0.875734996,0.775935892,1.381878941
684,0.770543694,0.49627368,1.29865914
685,0.84077764,0.541503293,0.985475468
686,0.820373656,0.378867261,1.191435666
687,0.793072268,0.549523808,1.288841528
688,0.857988554,0.731233877,1.150571374
689,0.888599047,0.486791121,1.219032189
690,0.848803131,0.528481174,1.206075085
691,0.938845354,0.611236971,1.050108087
692,0.832022349,0.643276265,1.145892004
693,0.88281388,0.55014863,1.140134438
694,0.922219578,0.628913877,1.153592138
695,0.882232577,0.413888959,1.110419493
696,0.901888594,0.710547542,1.076824871
697,0.792304223,0.770216289,1.318449452
